ARTIST,TITLE,UNIFIED_SONG_ID,DATE,RELEASE_DATE,THIS_DAY,THIS_WEEK,DAYS_SINCE_RELEASE,DAY_OF_WEEK,RN,END_OF_WEEK,POPULARITY,SPOTIFY_FOLLOWER_COUNT,SPOTIFY_LISTENERS_COUNT,SPFOLDAY0,SPFOLDAY1,SPFOLDAY2,SPFOLDAY3,SPFOLDAY4,SPFOLDAY5,SPFOLDAY6,SPLISDAY0,SPLISDAY1,SPLISDAY2,SPLISDAY3,SPLISDAY4,SPLISDAY5,SPLISDAY6,DAY_0,DAY_1,DAY_2,DAY_3,DAY_4,DAY_5,DAY_6,TARGET,IG_FOLLOWER_COUNT,IGFOLDAY0,IGFOLDAY1,IGFOLDAY2,IGFOLDAY3,IGFOLDAY4,IGFOLDAY5,IGFOLDAY6
Matt Maeson,Twisted Tongue,179875940,2022-09-01,2022-08-26T00:00:00.000Z,20851,45,6,6,1,true,32,368604,3586297,368604,368247,367985,367753,367449,366925,366636,3586297,3572447,3558212,3549172,3539128,3519467,3513346,20851,22816,24495,23033,18998,24689,35497,85366,98232,98232,98105,97978,97892,97737,97441,97374
Matt Maeson,Waltz Right In,179875941,2022-09-01,2022-08-26T00:00:00.000Z,19737,67,6,6,1,true,33,368604,3586297,368604,368247,367985,367753,367449,366925,366636,3586297,3572447,3558212,3549172,3539128,3519467,3513346,19737,20654,21645,20664,17088,22415,32245,84236,98232,98232,98105,97978,97892,97737,97441,97374
Justice Carradine,Tears In My Eyes,179875943,2022-07-28,2022-07-22T00:00:00.000Z,7236,4,6,6,1,true,0,5974,68605,5974,5960,5951,5943,5939,4714,4706,68605,62232,55085,49332,41861,29608,29378,7236,7122,7544,7760,6441,8124,10266,31074,212051,212051,212072,212099,212115,212113,212124,212154
Jax,Victoria’s Secret,179875944,2022-06-30,2022-06-29T00:00:00.000Z,32048,0,1,6,1,true,43,139928,2185095,139928,139463,,,,,,2185095,2185866,,,,,,32048,179,,,,,,1053401,531125,531125,529984,,,,,
Daine,Dragging,179875948,2022-07-14,2022-07-14T00:00:00.000Z,850,,0,6,1,true,19,16178,90745,16178,,,,,,,90745,,,,,,,850,,,,,,,15403,28648,28648,,,,,,
Symba,Never End Up Broke,179876297,2022-06-30,2022-06-29T00:00:00.000Z,4361,0,1,6,1,true,24,31886,438724,31886,2492667,,,,,,438724,8414625,,,,,,4361,4921,,,,,,199538,2927665,2927665,323227,,,,,
Highly Suspect,Ice Cold,179876299,2022-08-11,2022-08-05T00:00:00.000Z,22467,290,6,6,1,true,19,522496,1751804,522496,522341,522174,522007,521843,521610,521429,1751804,1752325,1752916,1755164,1755745,1753757,1754343,22467,23246,26690,23891,20362,27528,49493,121371,162007,162007,161987,161986,161951,161917,161874,161874
Highly Suspect,Midnight Demon Club,179876300,2022-09-08,2022-09-06T00:00:00.000Z,28985,0,2,6,1,true,20,525027,1798122,525027,524847,524603,,,,,1798122,1796490,1796490,,,,,28985,18547,22398,,,,,353690,162274,162274,162254,162272,,,,
Avril Lavigne,Love Sux – Spotify Singles,179876309,2022-06-30,2022-06-24T00:00:00.000Z,15906,29,6,6,1,true,27,8868755,17034194,8868755,8865394,8862227,8858894,8855498,8851773,8848309,17034194,17016895,16999329,16980929,16938418,16877098,16860617,15906,14262,14841,18620,15407,21716,47399,46635,11291802,11291802,11278176,11273949,11269745,11263071,11256937,11246429
Avril Lavigne,Hello,179876310,2022-06-30,2022-06-24T00:00:00.000Z,16464,19,6,6,1,true,44,8868755,17034194,8868755,8865394,8862227,8858894,8855498,8851773,8848309,17034194,17016895,16999329,16980929,16938418,16877098,16860617,16464,13913,14244,16702,14684,21120,36413,70206,11291802,11291802,11278176,11273949,11269745,11263071,11256937,11246429
Surf Curse,Tvi,179876320,2022-07-14,2022-07-14T00:00:00.000Z,13005,0,0,6,1,true,30,754058,7952222,754058,,,,,,,7952222,,,,,,,13005,,,,,,,176645,212021,212021,,,,,,
Highly Suspect,The Sound,179876321,2022-09-15,2022-09-09T00:00:00.000Z,22483,150,6,6,1,true,35,526638,1837435,526638,526443,526198,526005,525718,525247,525088,1837435,1831092,1822305,1819467,1812859,1796313,1795232,22483,24422,23093,24535,18141,27945,50533,126580,162600,162600,162493,162467,162419,162374,162329,162323
Highly Suspect,Caught On Fire,179876322,2022-09-15,2022-09-09T00:00:00.000Z,15675,123,6,6,1,true,37,526638,1837435,526638,526443,526198,526005,525718,525247,525088,1837435,1831092,1822305,1819467,1812859,1796313,1795232,15675,17746,17414,18836,14101,21689,38112,75771,162600,162600,162493,162467,162419,162374,162329,162323
Highly Suspect,Wild Eyed Son,179876323,2022-09-15,2022-09-09T00:00:00.000Z,12265,111,6,6,1,true,25,526638,1837435,526638,526443,526198,526005,525718,525247,525088,1837435,1831092,1822305,1819467,1812859,1796313,1795232,12265,13403,13193,14925,11709,18349,33395,56428,162600,162600,162493,162467,162419,162374,162329,162323
Highly Suspect,New California,179876324,2022-08-11,2022-08-05T00:00:00.000Z,9993,47,6,6,1,true,20,522496,1751804,522496,522341,522174,522007,521843,521610,521429,1751804,1752325,1752916,1755164,1755745,1753757,1754343,9993,9961,12841,10308,9158,12675,22739,64014,162007,162007,161987,161986,161951,161917,161874,161874
Highly Suspect,Need To Say,179876325,2022-09-15,2022-09-09T00:00:00.000Z,13784,94,6,6,1,true,31,526638,1837435,526638,526443,526198,526005,525718,525247,525088,1837435,1831092,1822305,1819467,1812859,1796313,1795232,13784,14480,14324,15777,12258,18577,31630,62606,162600,162600,162493,162467,162419,162374,162329,162323
Highly Suspect,Cool Kids,179876326,2022-09-15,2022-09-09T00:00:00.000Z,10878,86,6,6,1,true,24,526638,1837435,526638,526443,526198,526005,525718,525247,525088,1837435,1831092,1822305,1819467,1812859,1796313,1795232,10878,11968,11567,12983,10113,15898,28331,50213,162600,162600,162493,162467,162419,162374,162329,162323
Highly Suspect,Love Like This,179876327,2022-09-15,2022-09-09T00:00:00.000Z,11141,90,6,6,1,true,34,526638,1837435,526638,526443,526198,526005,525718,525247,525088,1837435,1831092,1822305,1819467,1812859,1796313,1795232,11141,11930,12053,13311,10409,15888,27673,54719,162600,162600,162493,162467,162419,162374,162329,162323
Highly Suspect,Evangeline,179876328,2022-09-15,2022-09-09T00:00:00.000Z,10004,77,6,6,1,true,24,526638,1837435,526638,526443,526198,526005,525718,525247,525088,1837435,1831092,1822305,1819467,1812859,1796313,1795232,10004,10801,11112,12329,9625,14891,26037,46441,162600,162600,162493,162467,162419,162374,162329,162323
One OK Rock,Neon,179876330,2022-09-15,2022-09-09T00:00:00.000Z,7426,178,6,6,1,true,43,4535481,3211319,4535481,4533842,4532121,4530262,4528187,4526031,4524899,3211319,3180453,3145739,3112974,3075194,3025822,2994791,7426,7740,8188,9062,7256,9055,13651,47723,1877267,1877267,1876611,1876376,1876031,1875576,1874869,1874869
One OK Rock,Vandalize,179876331,2022-09-08,2022-09-05T00:00:00.000Z,103096,0,3,6,1,true,42,4523842,2950201,4523842,4521570,4522132,4522694,,,,2950201,2896557,2896557,2880058,,,,103096,116083,20481,0,,,,552917,1873454,1873454,1872856,1872087,1871256,,,
One OK Rock,When They Turn The Lights On,179876332,2022-09-15,2022-09-09T00:00:00.000Z,6710,151,6,6,1,true,40,4535481,3211319,4535481,4533842,4532121,4530262,4528187,4526031,4524899,3211319,3180453,3145739,3112974,3075194,3025822,2994791,6710,6880,7526,8110,6530,8349,12288,38910,1877267,1877267,1876611,1876376,1876031,1875576,1874869,1874869
One OK Rock,Let Me Let You Go,179876333,2022-09-01,2022-08-29T00:00:00.000Z,28082,0,3,6,1,true,44,4520341,2825044,4520341,4520133,4520037,4518734,,,,2825044,2817468,2819791,2825742,,,,28082,33256,39761,15463,,,,190272,1870025,1870025,1869913,1869679,1869663,,,
One OK Rock,So Far Gone,179876334,2022-09-15,2022-09-09T00:00:00.000Z,6581,133,6,6,1,true,45,4535481,3211319,4535481,4533842,4532121,4530262,4528187,4526031,4524899,3211319,3180453,3145739,3112974,3075194,3025822,2994791,6581,6885,7473,8189,6423,8209,11913,41873,1877267,1877267,1876611,1876376,1876031,1875576,1874869,1874869
One OK Rock,Prove,179876335,2022-09-15,2022-09-09T00:00:00.000Z,7752,160,6,6,1,true,41,4535481,3211319,4535481,4533842,4532121,4530262,4528187,4526031,4524899,3211319,3180453,3145739,3112974,3075194,3025822,2994791,7752,8089,8754,9321,7440,9163,12501,47242,1877267,1877267,1876611,1876376,1876031,1875576,1874869,1874869
One OK Rock,Mad World,179876336,2022-09-15,2022-09-09T00:00:00.000Z,6726,146,6,6,1,true,51,4535481,3211319,4535481,4533842,4532121,4530262,4528187,4526031,4524899,3211319,3180453,3145739,3112974,3075194,3025822,2994791,6726,6652,7310,7837,6444,8023,11274,38746,1877267,1877267,1876611,1876376,1876031,1875576,1874869,1874869
One OK Rock,Free Them (Feat. Teddy Swims),179876337,2022-09-15,2022-09-09T00:00:00.000Z,6121,127,6,6,1,true,39,530345,4730963,530345,4533842,4532121,526141,524605,523096,522000,4730963,3180453,3145739,4745362,4751011,4748785,4739469,6121,6177,6866,7476,5841,7611,10630,38035,1884663,1884663,1878331,1876376,1871144,1875576,1863891,1857558
One OK Rock,Outta Sight,179876338,2022-09-15,2022-09-09T00:00:00.000Z,5738,133,6,6,1,true,37,4535481,3211319,4535481,4533842,4532121,4530262,4528187,4526031,4524899,3211319,3180453,3145739,3112974,3075194,3025822,2994791,5738,5745,6468,6851,5423,7051,9731,34862,1877267,1877267,1876611,1876376,1876031,1875576,1874869,1874869
One OK Rock,Your Tears Are Mine,179876339,2022-09-15,2022-09-09T00:00:00.000Z,4785,95,6,6,1,true,33,4535481,3211319,4535481,4533842,4532121,4530262,4528187,4526031,4524899,3211319,3180453,3145739,3112974,3075194,3025822,2994791,4785,4917,5476,5739,4715,5875,8722,27335,1877267,1877267,1876611,1876376,1876031,1875576,1874869,1874869
TEC,800 Degrees,179877680,2022-06-30,2022-06-24T00:00:00.000Z,7920,7,6,6,1,true,13,137198,135693,137198,137147,137105,137052,136991,136935,136881,135693,136060,136351,136428,136332,136188,136187,7920,8840,9534,9148,6633,8561,8895,43538,783844,783844,783391,783692,783665,783598,783399,782955
TEC,Dummy Way,179877681,2022-06-30,2022-06-24T00:00:00.000Z,16315,9,6,6,1,true,11,137198,135693,137198,137147,137105,137052,136991,136935,136881,135693,136060,136351,136428,136332,136188,136187,16315,17286,17995,17634,13828,16895,9518,60567,783844,783844,783391,783692,783665,783598,783399,782955
TEC,Top Of The Line Nigga,179877682,2022-06-30,2022-06-24T00:00:00.000Z,5504,7,6,6,1,true,0,137198,135693,137198,137147,137105,137052,136991,136935,136881,135693,136060,136351,136428,136332,136188,136187,5504,6019,6243,6309,4487,5686,5285,26024,783844,783844,783391,783692,783665,783598,783399,782955
TEC,Scary Sight,179877683,2022-06-30,2022-06-24T00:00:00.000Z,5426,6,6,6,1,true,0,137198,135693,137198,137147,137105,137052,136991,136935,136881,135693,136060,136351,136428,136332,136188,136187,5426,5920,6466,6447,4650,5749,5293,27838,783844,783844,783391,783692,783665,783598,783399,782955
TEC,Warfield Talk,179877684,2022-06-30,2022-06-24T00:00:00.000Z,6114,6,6,6,1,true,13,137198,135693,137198,137147,137105,137052,136991,136935,136881,135693,136060,136351,136428,136332,136188,136187,6114,6547,6891,6627,4964,6086,5350,31048,783844,783844,783391,783692,783665,783598,783399,782955
TEC,Dead Opps (Feat. Raybandz),179877685,2022-06-30,2022-06-24T00:00:00.000Z,3942,3,6,6,1,true,8,137198,135693,137198,137147,137105,137052,136991,136935,136881,135693,136060,136351,136428,136332,136188,136187,3942,4531,4727,4549,3276,4068,3698,19672,,,,,,,783399,
TEC,Murda Talk,179877686,2022-06-30,2022-06-24T00:00:00.000Z,5785,3,6,6,1,true,0,137198,135693,137198,137147,137105,137052,136991,136935,136881,135693,136060,136351,136428,136332,136188,136187,5785,6297,6580,6344,4447,5393,4678,29464,783844,783844,783391,783692,783665,783598,783399,782955
TEC,Blood Money,179877687,2022-06-30,2022-06-24T00:00:00.000Z,6898,6,6,6,1,true,0,137198,135693,137198,137147,137105,137052,136991,136935,136881,135693,136060,136351,136428,136332,136188,136187,6898,7734,8194,8226,6096,7657,7180,41635,783844,783844,783391,783692,783665,783598,783399,782955
TEC,City Lights,179877688,2022-06-30,2022-06-24T00:00:00.000Z,4997,4,6,6,1,true,0,137198,135693,137198,137147,137105,137052,136991,136935,136881,135693,136060,136351,136428,136332,136188,136187,4997,5670,5619,5397,4044,5016,4241,24543,783844,783844,783391,783692,783665,783598,783399,782955
TEC,Steppas Out (Feat. Huncho Yolo,179877689,2022-06-30,2022-06-24T00:00:00.000Z,4311,4,6,6,1,true,0,137198,135693,137198,137147,137105,264,136991,263,136881,135693,136060,136351,299,136332,302,136187,4311,4829,5112,4881,3500,4406,3950,22653,,,,,,,783399,
TEC,No Subliminals (Feat. Huncho Y,179877690,2022-06-30,2022-06-24T00:00:00.000Z,3699,4,6,6,1,true,0,137198,135693,137198,137147,137105,264,136991,263,136881,135693,136060,136351,299,136332,302,136187,3699,4022,4260,4013,2915,3679,3255,18017,,,,,,,783399,
TEC,Way 2 Deep,179877691,2022-06-30,2022-06-24T00:00:00.000Z,4194,4,6,6,1,true,8,137198,135693,137198,137147,137105,137052,136991,136935,136881,135693,136060,136351,136428,136332,136188,136187,4194,4655,4795,4800,3495,4424,3693,19767,783844,783844,783391,783692,783665,783598,783399,782955
Lil Kayla,11:11,179888759,2022-06-30,2022-06-24T00:00:00.000Z,10276,0,6,6,1,true,0,19566,217199,19566,19522,19474,19443,19406,19366,19332,217199,214602,212063,209714,207258,204836,202620,10276,10084,6898,5101,2598,2427,822,95526,77418,77418,77336,77225,77059,76714,76530,76528
Hayley Kiyoko,Deep In The Woods,179923802,2022-06-30,2022-06-24T00:00:00.000Z,21974,138,6,6,1,true,0,1588011,4111068,1588011,1587690,1587473,1587221,1586956,1586602,1586332,4111068,4080649,4053377,4027494,3995664,3946853,3936213,21974,22800,23077,24269,20465,27145,45568,76896,1942827,1942827,1942777,1943135,1943416,1943367,1943440,1943496
Masked Wolf,Jenny I'm Sorry,179923803,2022-06-30,2022-06-24T00:00:00.000Z,30097,60,6,6,1,true,0,1618,189636,1618,592992,1569,1541,591943,1431,1431,189636,9788497,136104,110962,9793128,25238,22444,30097,28797,30003,30952,26054,34235,35160,153006,1383106,1383106,1382999,230633,230806,955765,955850,955961
Big Scarr,Yeah Whoa ft. Nardo Wick & Gucci Mane,179976593,2022-06-16,2022-06-16T00:00:00.000Z,126,,0,6,1,true,0,261381,4705587,261381,,,,,,,4705587,,,,,,,126,,,,,,,652183,818878,818878,,,,,,
R3hab & Laidback Luke,Weekend On A Tuesday,180022540,2022-08-25,2022-08-19T00:00:00.000Z,26444,94,6,6,1,true,25,384242,3871532,384242,2390937,2390683,2390450,2390249,2388332,2387903,3871532,20231586,20220183,20222973,20226079,20212395,20239290,26444,28946,33300,28545,25377,38012,68153,99698,616558,616558,2612432,616567,616573,616581,2615591,616596
Golden Features,Touch (Feat. Rromarin),180211063,2022-06-30,2022-06-28T00:00:00.000Z,2183,0,2,6,1,true,33,105947,975525,105947,638,105870,,,,,975525,34086,977608,,,,,2183,3995,1574,,,,,28301,36218,36218,1751,36224,,,,
Gucci Mane,All Dz Chainz,180232410,2022-06-30,2022-06-29T00:00:00.000Z,252064,0,1,6,1,true,42,10802209,30452309,10802209,10793291,,,,,,30452309,30445804,,,,,,252064,104134,,,,,,3272289,16171464,16171464,19674025,,,,,
Sonny Digital,Since 91 (Feat. $lugg),180281690,2022-06-30,2022-06-29T00:00:00.000Z,1544,,1,6,1,true,15,,,,103095,,,,,,,117711,,,,,,1544,922,,,,,,209486,,,621493,,,,,
Oliver Tree,Sunshine,180336644,2022-12-29,2022-12-23T00:00:00.000Z,66065,285,6,6,1,true,39,2066626,33593184,2066626,2064096,2061457,2058302,2055974,2053679,2051444,33593184,33499041,33452803,33527657,33626383,33586540,33534692,66065,70223,72112,57993,39468,64588,86544,272736,1963351,1963351,1962761,1962534,1962336,1962410,1962103,1961864
Shinedown,Dead Don't Die,180365383,2022-07-07,2022-07-01T00:00:00.000Z,46227,611,6,6,1,true,53,3489560,5453287,3489560,3488367,3487140,3485801,3484335,3482662,3481528,5453287,5449100,5442210,5437773,5429183,5413946,5417762,46227,49855,51446,44041,51074,62622,104559,246371,651257,651257,650994,650815,650511,650198,649582,649400
Bazzi,Miss America,180365387,2022-07-07,2022-07-01T00:00:00.000Z,115859,1555,6,6,1,true,0,5065533,13753567,5065533,5064287,5063172,5061961,5060523,5058644,5057459,13753567,13739414,13723569,13715475,13682314,13605333,13608043,115859,119800,117029,107528,103630,141274,217673,517255,,,,,,,,
Tiesto & Charli XCX,Hot In It,180365432,2022-06-30,2022-06-30T00:00:00.000Z,139671,0,0,6,1,true,25,6427904,37891976,6427904,,,,,,,37891976,,,,,,,139671,,,,,,,2739010,4203191,4203191,,,,,,
Garrett Nash,"Money, Love & Death",180402202,2022-07-14,2022-07-08T00:00:00.000Z,6194,56,6,6,1,true,22,1586010,5041768,1586010,1586117,1586188,1586289,1586404,1586468,1586531,5041768,5053100,5057817,5055332,5064181,5061556,5069828,6194,6028,6288,6597,6722,6335,9497,32361,257337,257337,257426,257464,257535,257591,257603,257642
Arden Jones,Bonnie & Clyde,180402204,2022-07-07,2022-07-07T00:00:00.000Z,16476,0,0,6,1,true,27,75917,1470022,75917,,,,,,,1470022,,,,,,,16476,,,,,,,73883,271678,271678,,,,,,
Arden Jones,Without Me,180402205,2022-07-07,2022-07-07T00:00:00.000Z,17455,0,0,6,1,true,26,75917,1470022,75917,,,,,,,1470022,,,,,,,17455,,,,,,,83239,271678,271678,,,,,,
Cadence Floria,Huckleberry Lemonade,180402206,2022-07-14,2022-07-13T00:00:00.000Z,318,,1,6,1,true,20,1200,28378,1200,1200,,,,,,28378,28763,,,,,,318,344,,,,,,3020,1272,1272,1256,,,,,
Sad Night Dynamite,What Does That Make Me?,180402268,2022-08-04,2022-08-02T00:00:00.000Z,5130,0,2,6,1,true,35,43859,469017,43859,43787,43728,,,,,469017,468630,467762,,,,,5130,5065,2088,,,,,87515,26675,26675,26676,26622,,,,
David Guetta X Becky Hill X El,Crazy What Love Can Do (Header,180402451,2022-07-07,2022-07-07T00:00:00.000Z,493,,0,6,1,true,18,824,40265,824,,,,,,,40265,,,,,,,493,,,,,,,10976,498753,498753,,,,,,
David Guetta X Becky Hill X El,Crazy What Love Can Do (James,180402452,2022-07-07,2022-07-07T00:00:00.000Z,835,,0,6,1,true,43,24457419,54910789,24457419,,,,,,,54910789,,,,,,,835,,,,,,,18471,498753,498753,,,,,,
"Shuko, Atlantic Chill",Amo Brasil,180402454,2022-07-21,2022-07-15T00:00:00.000Z,5322,10,6,6,1,true,21,9606,845971,9606,2214,2211,2207,9597,2201,2201,845971,226773,217416,211782,828686,200893,199560,5322,5371,5433,5100,3219,3190,2797,13835,2513,2513,8536,2509,8532,8534,2511,2511
Ava Max,Maybe You’re The Problem (Las,180402470,2022-07-14,2022-07-08T00:00:00.000Z,3903,44,6,6,1,true,2,5444437,32926177,5444437,13118,5436616,5432542,5428598,13059,5421170,32926177,87815,33117318,33248940,33390867,37396,33609777,3903,3983,4180,5254,4597,5551,7279,16159,,,2755808,2756773,2756773,2756089,2755984,2755413
Faouzia,Anybody Else (Alyx Ander Remix,180402473,2022-07-14,2022-07-08T00:00:00.000Z,2213,3,6,6,1,true,24,6659,132081,6659,470194,469722,6651,6648,468523,468141,132081,4416969,4445092,126479,123240,4540271,4581391,2213,1612,1928,1977,1834,1812,1974,8956,15791,15791,2020224,2020465,15795,2020348,2020120,2020145
Cardi B,Hot Ish,180402484,2022-06-30,2022-06-30T00:00:00.000Z,11866,0,0,6,1,true,35,20308654,29259398,20308654,,,,,,,29259398,,,,,,,11866,,,,,,,11251041,136352731,136352731,,,,,,
Burna Boy,Glory,180905091,2022-07-07,2022-07-06T00:00:00.000Z,69168,0,1,6,1,true,0,2539696,11403030,2539696,92191,,,,,,11403030,246545,,,,,,69168,1,,,,,,1155830,10685474,10685474,,,,,,
Burna Boy,Science,180905092,2022-07-07,2022-07-06T00:00:00.000Z,65340,0,1,6,1,true,0,2539696,11403030,2539696,2533083,,,,,,11403030,11353145,,,,,,65340,1,,,,,,1451957,10685474,10685474,10674780,,,,,
Burna Boy,Jagele,180905093,2022-07-07,2022-07-06T00:00:00.000Z,52682,0,1,6,1,true,35,2539696,11403030,2539696,2533083,,,,,,11403030,11353145,,,,,,52682,1,,,,,,1243355,10685474,10685474,10674780,,,,,
Burna Boy,Whiskey,180905094,2022-07-07,2022-07-06T00:00:00.000Z,48323,0,1,6,1,true,0,2539696,11403030,2539696,2315911,,,,,,11403030,9620824,,,,,,48323,1,,,,,,1097389,3066311,3066311,3059025,,,,,
Burna Boy,It's Plenty,180905095,2022-07-07,2022-07-06T00:00:00.000Z,48411,0,1,6,1,true,0,2539696,11403030,2539696,2533083,,,,,,11403030,11353145,,,,,,48411,1,,,,,,1784714,10685474,10685474,10674780,,,,,
Burna Boy,Dirty Secrets,180905096,2022-07-07,2022-07-06T00:00:00.000Z,41455,0,1,6,1,true,0,2539696,11403030,2539696,2533083,,,,,,11403030,11353145,,,,,,41455,1,,,,,,1129754,10685474,10685474,10674780,,,,,
Burna Boy,Vanilla,180905097,2022-07-07,2022-07-06T00:00:00.000Z,35029,0,1,6,1,true,43,2539696,11403030,2539696,2533083,,,,,,11403030,11353145,,,,,,35029,0,,,,,,1145910,10685474,10685474,10674780,,,,,
Burna Boy,Common Person,180905098,2022-07-07,2022-07-06T00:00:00.000Z,34602,0,1,6,1,true,40,2539696,11403030,2539696,2533083,,,,,,11403030,11353145,,,,,,34602,0,,,,,,1352966,10685474,10685474,10674780,,,,,
Burna Boy,How Bad Could It Be,180905099,2022-07-07,2022-07-06T00:00:00.000Z,28358,0,1,6,1,true,0,2539696,11403030,2539696,2533083,,,,,,11403030,11353145,,,,,,28358,0,,,,,,805770,10685474,10685474,10674780,,,,,
Burna Boy,"Love, Damini",180905100,2022-07-07,2022-07-06T00:00:00.000Z,26964,0,1,6,1,true,0,2539696,11403030,2539696,92191,,,,,,11403030,246545,,,,,,26964,0,,,,,,672884,10685474,10685474,,,,,,
Burna Boy,Wild Dreams,180905101,2022-07-07,2022-07-06T00:00:00.000Z,32708,0,1,6,1,true,34,15367968,48365491,15367968,15365438,,,,,,48365491,48306804,,,,,,32708,0,,,,,,1076174,10685474,10685474,7585669,,,,,
Burna Boy,Rollercoaster,180905102,2022-07-07,2022-07-06T00:00:00.000Z,38792,0,1,6,1,true,37,34427951,53417193,34427951,34417227,,,,,,53417193,53361965,,,,,,38792,0,,,,,,1205637,10685474,10685474,52747293,,,,,
Burna Boy,For My Hand,180905103,2022-07-07,2022-07-06T00:00:00.000Z,60240,0,1,6,1,true,62,99366504,81565673,99366504,99321560,,,,,,81565673,81702472,,,,,,60240,0,,,,,,4114507,10685474,10685474,39402313,,,,,
Burna Boy,Solid,180905104,2022-07-07,2022-07-06T00:00:00.000Z,46108,0,1,6,1,true,38,5945971,14033714,5945971,5943480,,,,,,14033714,14074320,,,,,,46108,1,,,,,,1525423,10685474,10685474,461674,,,,,
Burna Boy,Toni-Ann Singh,180905105,2022-07-07,2022-07-06T00:00:00.000Z,48726,0,1,6,1,true,0,2539696,11403030,2539696,2533083,,,,,,11403030,11353145,,,,,,48726,1,,,,,,1422585,10685474,10685474,10674780,,,,,
Burna Boy,Different Size,180905106,2022-07-07,2022-07-06T00:00:00.000Z,54268,0,1,6,1,true,35,57516,892715,57516,2533083,,,,,,892715,11353145,,,,,,54268,1,,,,,,1555244,520134,520134,519205,,,,,
Burna Boy,Cloak & Dagger,180905107,2022-07-07,2022-07-06T00:00:00.000Z,64832,0,1,6,1,true,34,2539696,11403030,2539696,2533083,,,,,,11403030,11353145,,,,,,64832,1,,,,,,1639455,10685474,10685474,847552,,,,,
Oliver Cronin,Trapped In L.A.,180941456,2022-07-21,2022-07-21T00:00:00.000Z,4038,,0,6,1,true,34,18006,192289,18006,,,,,,,192289,,,,,,,4038,,,,,,,16759,9083,9083,,,,,,
Vantage,Sweet Spot,180941470,2022-08-18,2022-08-12T00:00:00.000Z,1221,13,6,6,1,true,17,61605,756075,61605,61589,61551,61525,61501,61454,61429,756075,756235,757250,757919,759342,761220,765783,1221,1130,1141,1122,1085,1316,1771,7994,13924,13924,13911,13903,13892,13861,13835,13819
David Guetta,Family Affair (Dance For Me),180941506,2022-07-21,2022-07-15T00:00:00.000Z,40090,178,6,6,1,true,29,24523201,55318229,24523201,24518612,24514171,24508921,24503564,24498540,24493802,55318229,55265369,55201231,55152873,55075444,55127550,55106598,40090,38928,43254,48944,39153,57100,87244,232408,9149057,9149057,9147642,9140287,9140287,9136556,9134981,9133241
"Dcg Brothers, Dcg Shun, Dcg Bs",Get Money (Feat. Moneysign Sue,180941508,2022-07-21,2022-07-20T00:00:00.000Z,3760,,1,6,1,true,1,3701,42380,3701,3695,,,,,,42380,42669,,,,,,3760,0,,,,,,80999,,,129315,,,,,
Oliver Tree,Placeholder,180941509,2022-07-21,2022-07-15T00:00:00.000Z,45761,82,6,6,1,true,34,1909716,8372559,1909716,1909329,1909032,1908729,1908273,1907924,1907522,8372559,8364426,8352264,8347966,8332427,8272298,8293503,45761,47363,54546,62318,48317,70606,120440,203711,1904723,1904723,1904904,1906160,1906160,1906487,1907182,1907616
Charlie Puth,Charlie Be Quiet!,180941510,2022-10-06,2022-09-30T00:00:00.000Z,288866,1697,6,6,1,true,0,17623123,42554204,17623123,17610291,17597623,17582602,17566911,17553152,17540816,42554204,42593498,42626361,42636152,42700702,42741511,42752857,288866,290129,293627,315857,254938,324858,437546,2079822,16746293,16746293,16743488,16740687,16737598,16731883,16723338,16722679
Charlie Puth,Loser,180941513,2022-10-06,2022-10-06T00:00:00.000Z,2098,,0,6,1,true,53,17623123,42554204,17623123,,,,,,,42554204,,,,,,,2098,,,,,,,3146839,16746293,16746293,,,,,,
Charlie Puth,Tears On My Piano,180941514,2022-10-06,2022-10-06T00:00:00.000Z,545,,0,6,1,true,40,17623123,42554204,17623123,,,,,,,42554204,,,,,,,545,,,,,,,848027,16746293,16746293,,,,,,
Seddy Hendrinx,Well Sed,180941809,2022-07-14,2022-07-12T00:00:00.000Z,28116,0,2,6,1,true,5,23539,349682,23539,23503,23478,,,,,349682,351820,351820,,,,,28116,27172,1,,,,,196675,202449,202449,202449,201941,,,,
Seddy Hendrinx,Can'T Go,180941811,2022-07-14,2022-07-12T00:00:00.000Z,24728,0,2,6,1,true,3,23539,349682,23539,23503,23478,,,,,349682,351820,351820,,,,,24728,22993,5,,,,,159733,202449,202449,202449,201941,,,,
Seddy Hendrinx,Crash Dummies,180941812,2022-07-14,2022-07-12T00:00:00.000Z,17632,0,2,6,1,true,1,23539,349682,23539,23503,23478,,,,,349682,351820,351820,,,,,17632,17656,2,,,,,104330,202449,202449,202449,201941,,,,
Seddy Hendrinx,Passion,180941813,2022-07-14,2022-07-12T00:00:00.000Z,19277,0,2,6,1,true,1,23539,349682,23539,23503,23478,,,,,349682,351820,351820,,,,,19277,19036,11,,,,,115415,202449,202449,202449,201941,,,,
Seddy Hendrinx,Body 2 Body (Feat. T-Pain),180941814,2022-07-14,2022-07-12T00:00:00.000Z,21929,0,2,6,1,true,1,3896892,10561263,3896892,23503,23478,,,,,10561263,351820,351820,,,,,21929,21248,8,,,,,161365,202449,202449,2856215,201941,,,,
