ARTIST,TITLE,UNIFIED_SONG_ID,DATE,RELEASE_DATE,THIS_DAY,THIS_WEEK,DAYS_SINCE_RELEASE,DAY_OF_WEEK,RN,END_OF_WEEK,POPULARITY,SPOTIFY_FOLLOWER_COUNT,SPOTIFY_LISTENERS_COUNT,SPFOLDAY0,SPFOLDAY1,SPFOLDAY2,SPFOLDAY3,SPFOLDAY4,SPFOLDAY5,SPFOLDAY6,SPLISDAY0,SPLISDAY1,SPLISDAY2,SPLISDAY3,SPLISDAY4,SPLISDAY5,SPLISDAY6,DAY_0,DAY_1,DAY_2,DAY_3,DAY_4,DAY_5,DAY_6,TARGET,IG_FOLLOWER_COUNT,IGFOLDAY0,IGFOLDAY1,IGFOLDAY2,IGFOLDAY3,IGFOLDAY4,IGFOLDAY5,IGFOLDAY6
Daisy Jones & The Six,Regret Me,198142509,2023-01-26,2023-01-25T00:00:00.000Z,84527,0,1,6,1,true,39,6331,162,6331,,,,,,,162,,,,,,,84527,62228,,,,,,299684,,,,,,,,
Lily Williams,How The Story Ends,198142516,2023-02-09,2023-02-03T00:00:00.000Z,10755,2,6,6,1,true,19,26733,525703,26733,26680,26645,26614,26555,26487,26452,525703,517593,509483,486351,471600,471600,473504,10755,11052,11303,10898,9250,10853,13628,42896,47213,47213,47173,47159,47168,47149,47131,47080
Daisy Jones & The Six,Aurora,198142517,2023-02-23,2023-02-20T00:00:00.000Z,0,,3,6,1,true,8,66801,894244,66801,66271,65740,64713,,,,894244,894244,873705,854700,,,,0,0,0,0,,,,49717,148283,148283,146094,144920,142677,,,
Daisy Jones & The Six,Let Me Down Easy,198142518,2023-02-23,2023-02-20T00:00:00.000Z,0,,3,6,1,true,10,66801,894244,66801,66271,65740,64713,,,,894244,894244,873705,854700,,,,0,0,0,0,,,,44350,148283,148283,146094,144920,142677,,,
Daisy Jones & The Six,Kill You To Try,198142519,2023-02-23,2023-02-20T00:00:00.000Z,0,,3,6,1,true,8,66801,894244,66801,66271,65740,64713,,,,894244,894244,873705,854700,,,,0,0,0,0,,,,39102,148283,148283,146094,144920,142677,,,
Daisy Jones & The Six,Two Against Three,198142520,2023-02-23,2023-02-21T00:00:00.000Z,0,,2,6,1,true,18,66801,894244,66801,66271,65740,,,,,894244,894244,873705,,,,,0,0,0,,,,,32754,148283,148283,146094,144920,,,,
Daisy Jones & The Six,You Were Gone,198142521,2023-02-23,2023-02-21T00:00:00.000Z,0,,2,6,1,true,7,66801,894244,66801,66271,65740,,,,,894244,894244,873705,,,,,0,0,0,,,,,29233,148283,148283,146094,144920,,,,
Daisy Jones & The Six,More Fun To Miss,198142522,2023-02-23,2023-02-20T00:00:00.000Z,0,,3,6,1,true,11,66801,894244,66801,66271,65740,64713,,,,894244,894244,873705,854700,,,,0,0,0,0,,,,28358,148283,148283,146094,144920,142677,,,
Daisy Jones & The Six,Please,198142523,2023-03-02,2023-02-24T00:00:00.000Z,26599,0,6,6,1,true,9,76618,949714,76618,75118,72388,71867,71345,70235,69077,949714,941685,932570,922335,910552,905094,911650,26599,0,0,0,0,0,0,196138,166579,166579,162902,159225,157037,154848,152660,150471
Daisy Jones & The Six,The River,198142524,2023-02-23,2023-02-20T00:00:00.000Z,0,,3,6,1,true,13,66801,894244,66801,66271,65740,64713,,,,894244,894244,873705,854700,,,,0,0,0,0,,,,35348,148283,148283,146094,144920,142677,,,
Daisy Jones & The Six,No Words,198142525,2023-02-23,2023-02-20T00:00:00.000Z,0,,3,6,1,true,6,66801,894244,66801,66271,65740,64713,,,,894244,894244,873705,854700,,,,0,0,0,0,,,,22766,148283,148283,146094,144920,142677,,,
That Kind,Stuck In My Head,198145336,2023-02-16,2023-02-10T00:00:00.000Z,1805,1,6,6,1,true,33,7872,443681,7872,7850,7789,7745,7716,7648,7584,443681,450299,453739,456922,466439,466439,478200,1805,1816,1907,1987,1849,2376,2855,14040,2827,2827,2819,2810,2783,2773,2757,2733
Vianney,Keep It Simple (Feat. Mika),198152007,2023-01-26,2023-01-20T00:00:00.000Z,3543,6,6,6,1,true,48,1034182,2516050,1034182,1293469,,1032994,1292611,1032014,1291750,2516050,6060016,,2497464,6003110,2470283,5982832,3543,3236,3389,3776,3151,4139,6012,18450,,,,1552165,1552239,,,1552251
Byron Messia,Talibans,198152980,2023-07-20,2023-07-19T00:00:00.000Z,234559,1385084,1,6,1,true,32,32555,1593891,32555,32266,,,,,,1593891,1573496,,,,,,234559,203688,,,,,,3456780,192664,192664,14542731,,,,,
Li Rye,Did Bout That,198251520,2023-02-02,2023-01-31T00:00:00.000Z,4589,1894,2,6,1,true,18,2991,51900,2991,2972,2947,,,,,51900,50581,49508,,,,,4589,3621,1434,,,,,44036,70970,70970,70586,70264,,,,
Wiz Khalifa,Bankroll (Feat. Courtney Noelle),198264732,2023-03-02,2023-02-24T00:00:00.000Z,12182,8,6,6,1,true,18,677,164,677,677,677,10923103,677,10920346,671,164,176,176,28234196,171,28198674,163,12182,13205,14814,14235,10455,13783,19081,37847,39823790,39823790,39816885,17170,17171,17171,17172,17173
Li Rye,Faceshot (Feat. Sett),198607807,2023-01-26,2023-01-23T00:00:00.000Z,2702,,3,6,1,true,11,2770,43980,2770,3251,2683,3207,,,,43980,75270,43744,76208,,,,2702,2439,2139,702,,,,51406,73077,73077,69078,73246,72941,,,
Quando Rondo,Speeding,198610452,2023-01-26,2023-01-24T00:00:00.000Z,40062,0,2,6,1,true,26,2206713,1561120,2206713,2205346,2204092,,,,,1561120,1563983,1565824,,,,,40062,3975,0,,,,,433777,3883144,3883144,3882531,3881914,,,,
Quando Rondo,Long Live Pabb,198686180,2023-01-26,2023-01-25T00:00:00.000Z,6957,0,1,6,1,true,11,2206713,1561120,2206713,2205346,,,,,,1561120,1563983,,,,,,6957,5778,,,,,,250253,3883144,3883144,3882531,,,,,
Gang51e June,City Girl Summer,198828513,2023-02-09,2023-02-09T00:00:00.000Z,3,,0,6,1,true,8,13921,121526,13921,,,,,,,121526,,,,,,,3,,,,,,,20747,88883,88883,,,,,,
Brynn Cartelli,Secondhand Smoke,198828515,2023-02-23,2023-02-23T00:00:00.000Z,21762,0,0,6,1,true,37,75998,275737,75998,,,,,,,275737,,,,,,,21762,,,,,,,135968,222879,222879,,,,,,
Li Rye,Racks (Feat. Anti Da Menace),198828516,2023-02-09,2023-02-07T00:00:00.000Z,9505,0,2,6,1,true,11,3158,59051,3158,3136,19599,,,,,59051,58519,325668,,,,,9505,4233,0,,,,,70141,,,,,,,,
Mikey Ferrari,Am I Even Living Anymore,198828518,2023-03-02,2023-02-24T00:00:00.000Z,2345,1,6,6,1,true,0,8715,64236,8715,8713,8707,8707,8707,8700,8693,64236,63343,63343,63149,62754,63285,63285,2345,1788,1409,1157,926,1274,1186,13926,7131,7131,7127,7124,7121,7118,7115,7112
Tiesto,Lay Low (Nick Strand X Mio Rem,198828728,2023-02-09,2023-02-03T00:00:00.000Z,1425,31,6,6,1,true,39,6721356,45106053,6721356,6719901,3068,5920,6714261,3052,6710043,45106053,45054780,200357,228895,44868496,188682,44747278,1425,1451,1615,2053,1122,911,1137,8263,22152,22152,,22156,22157,22159,22158,22157
JayDaYoungan,Bastard,198828827,2023-02-09,2023-02-03T00:00:00.000Z,51880,42,6,6,1,true,28,1251835,1542827,1251835,1251063,1250190,1249282,1248778,1248274,1246297,1542827,1537029,1537029,1531431,1508354,1510311,1510311,51880,55201,61449,71629,61535,78258,114267,253384,2864701,2864701,2864671,2864666,2864609,2864655,2864338,2862581
JayDaYoungan,Clout,198828828,2023-02-09,2023-02-03T00:00:00.000Z,52351,43,6,6,1,true,34,1251835,1542827,1251835,1251063,1250190,1249282,1248778,1248274,1246297,1542827,1537029,1537029,1531431,1508354,1510311,1510311,52351,56661,64705,76890,65190,83975,127577,236746,2864701,2864701,2864671,2864666,2864609,2864655,2864338,2862581
JayDaYoungan,Fentanyl,198828829,2023-02-09,2023-02-03T00:00:00.000Z,87239,71,6,6,1,true,40,1251835,1542827,1251835,1251063,1250190,1249282,1248778,1248274,1246297,1542827,1537029,1537029,1531431,1508354,1510311,1510311,87239,93235,101161,121828,102822,133598,192837,410397,2864701,2864701,2864671,2864666,2864609,2864655,2864338,2862581
JayDaYoungan,Gossip,198828830,2023-02-09,2023-02-03T00:00:00.000Z,88214,74,6,6,1,true,36,1251835,1542827,1251835,1251063,1250190,1249282,1248778,1248274,1246297,1542827,1537029,1537029,1531431,1508354,1510311,1510311,88214,95528,104546,120260,102613,129572,185561,390938,2864701,2864701,2864671,2864666,2864609,2864655,2864338,2862581
JayDaYoungan,Gunpowder,198828831,2023-02-09,2023-02-03T00:00:00.000Z,65086,51,6,6,1,true,36,1251835,1542827,1251835,1251063,1250190,1249282,1248778,1248274,1246297,1542827,1537029,1537029,1531431,1508354,1510311,1510311,65086,70860,79272,93655,81031,103777,149524,297386,2864701,2864701,2864671,2864666,2864609,2864655,2864338,2862581
JayDaYoungan,My Love,198828832,2023-02-09,2023-02-03T00:00:00.000Z,47677,44,6,6,1,true,32,1251835,1542827,1251835,1251063,1250190,1249282,1248778,1248274,1246297,1542827,1537029,1537029,1531431,1508354,1510311,1510311,47677,51207,58422,69169,59061,78116,119483,207788,2864701,2864701,2864671,2864666,2864609,2864655,2864338,2862581
JayDaYoungan,Nobody Else,198828833,2023-02-09,2023-02-03T00:00:00.000Z,39331,41,6,6,1,true,30,1251835,1542827,1251835,1251063,1250190,1249282,1248778,1248274,1246297,1542827,1537029,1537029,1531431,1508354,1510311,1510311,39331,42024,47681,56599,48860,63902,99494,180019,2864701,2864701,2864671,2864666,2864609,2864655,2864338,2862581
Colton Dixon,My Light,198828834,2023-03-02,2023-02-24T00:00:00.000Z,15948,82,6,6,1,true,0,243016,961297,243016,242883,242733,242621,242489,242413,242337,961297,956522,956522,953863,952218,945162,945162,15948,16368,15874,21724,14371,13757,16716,91908,269777,269777,269752,269732,269712,269693,269673,269653
JayDaYoungan,Dirty Soul,198828836,2023-02-09,2023-02-03T00:00:00.000Z,89305,71,6,6,1,true,40,1251835,1542827,1251835,1251063,1250190,1249282,1248778,1248274,1246297,1542827,1537029,1537029,1531431,1508354,1510311,1510311,89305,95292,104439,118703,100784,121199,174092,437227,2864701,2864701,2864671,2864666,2864609,2864655,2864338,2862581
Knox,Hate My Guts,198828837,2023-02-23,2023-02-17T00:00:00.000Z,8374,6,6,6,1,true,41,37500,744128,37500,37421,37339,37177,36872,36704,36647,744128,736062,724620,715960,704626,690388,691916,8374,8075,9889,12108,10079,12527,11733,58030,84704,84704,84525,84346,84310,84271,84232,84145
