ARTIST,TITLE,UNIFIED_SONG_ID,DATE,RELEASE_DATE,THIS_DAY,THIS_WEEK,DAYS_SINCE_RELEASE,DAY_OF_WEEK,RN,END_OF_WEEK,POPULARITY,IG_FOLLOWER_COUNT,TT_FOLLOWER_COUNT,IGFOLDAY0,IGFOLDAY1,IGFOLDAY2,IGFOLDAY3,IGFOLDAY4,IGFOLDAY5,IGFOLDAY6,TTFOLDAY0,TTFOLDAY1,TTFOLDAY2,TTFOLDAY3,TTFOLDAY4,TTFOLDAY5,TTFOLDAY6,DAY_0,DAY_1,DAY_2,DAY_3,DAY_4,DAY_5,DAY_6,TARGET
Pink Sweat$,Your Side,109501986,2019-03-28,2019-03-28T00:00:00.000Z,12907,0,0,6,1,true,36,168902,,168902,,,,,,,,,,,,,,12907,,,,,,,372992
Pink Sweat$,Body Ain't Me,109501987,2019-03-28,2019-03-28T00:00:00.000Z,17665,0,0,6,1,true,51,168902,,168902,,,,,,,,,,,,,,17665,,,,,,,862962
Tiesto & Mesto,Can't Get Enough,109528444,2019-04-04,2019-03-29T00:00:00.000Z,35726,9,6,6,1,true,24,177540,,177540,6069872,177261,6063435,6062215,6062073,176346,,,,,,,,35726,36925,39526,40050,23469,39171,73442,147702
Sam Feldt & Yves V,One Day,109532658,2019-04-04,2019-03-29T00:00:00.000Z,28621,0,6,6,1,true,33,60661,,60661,60569,254911,254696,361249,360836,360392,,,,,,,,28621,30712,31374,32570,22038,32727,66220,124209
Jennifer Lopez,Medicine,109534421,2019-04-11,2019-04-05T00:00:00.000Z,161826,194677,6,6,1,true,0,11187642,,11187642,11202857,90999905,90934482,90869995,90827775,11212746,,,,,,,,161826,172316,178495,177685,147889,192514,317454,577270
R3hab,All Comes Back To You,109535707,2019-10-31,2019-10-25T00:00:00.000Z,42527,18,6,6,1,true,38,2340518,,2340518,2340415,2340282,2340324,2340052,2339932,2339755,,,,,,,,42527,43448,46640,50951,38559,63798,123878,164571
R3hab & A Touch Of Class,All Around The World (La La La),109535708,2019-04-11,2019-04-05T00:00:00.000Z,34946,10,6,6,1,true,15,2333707,,2333707,2333180,,,2332048,2332117,2331810,,,,,,,,34946,37365,38072,38200,30396,42324,74200,183327
YoungBoy Never Broke Again,Scenes,109638907,2019-04-04,2019-04-01T00:00:00.000Z,30135,0,3,6,1,true,26,1818820,,1818820,1817171,1815563,6554789,,,,,,,,,,,30135,31858,44116,69383,,,,212978
Sueco,Fast,109644541,2019-05-16,2019-05-10T00:00:00.000Z,285761,1569443,6,6,1,true,0,114475,,114475,113861,,113020,,110372,109653,,,,,,,,285761,265940,252992,266009,211161,237113,274154,1988663
Karol G,Punto G,109686341,2019-04-11,2019-04-05T00:00:00.000Z,132647,138,6,6,1,true,53,15524761,,15524761,15493266,15464060,15438319,15412308,15387894,15358695,,,,,,,,132647,133517,129051,132447,105798,140781,199032,893532
Lil Uzi Vert,That's A Rack,109721191,2019-04-11,2019-04-09T00:00:00.000Z,1956609,53,2,6,1,true,52,8817193,,8817193,8808896,8800458,,,,,,,,,,,,1956609,2207838,392122,,,,,9750757
Maisie Peters,Favourite Ex,109773345,2019-04-18,2019-04-12T00:00:00.000Z,22921,7,6,6,1,true,53,47631,,47631,47408,47284,47284,47105,46636,46058,,,,,,,,22921,25128,20932,17967,14897,16198,25722,107284
Tiesto & Swacq,Party Time,109817303,2019-04-04,2019-04-04T00:00:00.000Z,755,,0,6,1,true,41,15000,,15000,,,,,,,,,,,,,,755,,,,,,,143319
Tiesto & Stoltenhoff,Lose Control,109817304,2019-04-04,2019-04-04T00:00:00.000Z,311,,0,6,1,true,4,6597,,6597,,,,,,,,,,,,,,311,,,,,,,46921
Tiesto & Sikdope,My Whistle,109817305,2019-04-04,2019-04-04T00:00:00.000Z,827,,0,6,1,true,13,118983,,118983,,,,,,,,,,,,,,827,,,,,,,252535
YoungBoy Never Broke Again,FREEDDAWG,109905187,2019-06-06,2019-06-03T00:00:00.000Z,170273,42,3,6,1,true,60,6883857,,6883857,6878673,6874765,6871164,,,,,,,,,,,170273,148698,110272,58075,,,,1713748
Lil Uzi Vert,Sanguine Paradise,109955270,2019-04-11,2019-04-09T00:00:00.000Z,3401761,0,2,6,1,true,66,8817193,,8817193,8808896,8800458,,,,,,,,,,,,3401761,3061467,159843,,,,,18465632
Pnb Rock,Go To Mars,109989977,2019-04-11,2019-04-11T00:00:00.000Z,607,,0,6,1,true,10,1841614,,1841614,,,,,,,,,,,,,,607,,,,,,,2106450
Pnb Rock,Dreamin',110017515,2019-05-02,2019-05-02T00:00:00.000Z,1365,,0,6,1,true,3,1912816,,1912816,,,,,,,,,,,,,,1365,,,,,,,3361127
Pnb Rock,I Need More,110017516,2019-05-02,2019-05-02T00:00:00.000Z,1057,,0,6,1,true,4,1912816,,1912816,,,,,,,,,,,,,,1057,,,,,,,2780498
Pnb Rock,Deez Streetz,110017517,2019-05-02,2019-05-02T00:00:00.000Z,1027,,0,6,1,true,5,4732636,,4732636,,,,,,,,,,,,,,1027,,,,,,,2975278
Pnb Rock,Penny Proud,110017518,2019-05-02,2019-05-02T00:00:00.000Z,777,,0,6,1,true,2,1912816,,1912816,,,,,,,,,,,,,,777,,,,,,,2026933
PnB Rock & XXXTENTACION,Middle Child,110017519,2019-05-02,2019-05-02T00:00:00.000Z,1578,,0,6,1,true,21,16246497,,16246497,,,,,,,,,,,,,,1578,,,,,,,7721134
Pnb Rock,F**k Up The City,110017520,2019-05-02,2019-05-02T00:00:00.000Z,992,,0,6,1,true,4,,,,,,,,,,,,,,,,,992,,,,,,,3509199
Pnb Rock,Now Or Never 2.0,110017521,2019-05-02,2019-05-02T00:00:00.000Z,852,,0,6,1,true,5,1912816,,1912816,,,,,,,,,,,,,,852,,,,,,,3350520
Pnb Rock,Swervin',110017522,2019-05-02,2019-05-02T00:00:00.000Z,786,,0,6,1,true,3,1912816,,1912816,,,,,,,,,,,,,,786,,,,,,,2099126
Pnb Rock,All These Bandz,110017523,2019-05-02,2019-05-02T00:00:00.000Z,812,,0,6,1,true,4,4199090,,4199090,,,,,,,,,,,,,,812,,,,,,,2553416
Pnb Rock,Put You On,110017524,2019-05-02,2019-05-02T00:00:00.000Z,888,,0,6,1,true,3,4156614,,4156614,,,,,,,,,,,,,,888,,,,,,,2889445
Pnb Rock,Stage Fright,110017525,2019-05-02,2019-05-02T00:00:00.000Z,573,,0,6,1,true,2,1912816,,1912816,,,,,,,,,,,,,,573,,,,,,,1463268
Pnb Rock,Choosin,110017526,2019-05-02,2019-05-02T00:00:00.000Z,568,,0,6,1,true,4,1912816,,1912816,,,,,,,,,,,,,,568,,,,,,,1544646
Pnb Rock,My Ex,110017527,2019-05-02,2019-05-02T00:00:00.000Z,799,,0,6,1,true,4,1912816,,1912816,,,,,,,,,,,,,,799,,,,,,,2766766
Pnb Rock,How It Feels,110017528,2019-05-02,2019-05-02T00:00:00.000Z,554,,0,6,1,true,3,1912816,,1912816,,,,,,,,,,,,,,554,,,,,,,1529107
Matt Maeson,I Just Don'T Care That Much (S,110017532,2019-05-09,2019-05-03T00:00:00.000Z,3937,14,6,6,1,true,0,40299,,40299,40180,40118,40014,39925,39837,39734,,,,,,,,3937,4200,3908,4208,3284,4113,6101,48044
Betcha,Lucy Lucy,110017536,2019-05-02,2019-04-26T00:00:00.000Z,1222,0,6,6,1,true,0,3867,,3867,3860,3860,3852,3842,3836,3770,,,,,,,,1222,1147,1176,1196,1132,1485,2285,18127
Jasiah,Case 19,110017538,2019-04-18,2019-04-14T00:00:00.000Z,159226,88216,4,6,1,true,0,108778,,108778,15060486,116734,116734,15081915,,,,,,,,,,159226,169619,121383,70869,25208,,,1038910
Winona Oak,He Don'T Love Me,110017539,2019-04-25,2019-04-25T00:00:00.000Z,764,,0,6,1,true,0,,,,,,,,,,,,,,,,,764,,,,,,,68196
Kylie Minogue,New York City,110018020,2019-05-09,2019-05-03T00:00:00.000Z,7292,0,6,6,1,true,16,1885319,,1885319,1884319,1883929,1883183,1882580,1881909,1881548,,,,,,,,7292,7234,8037,8707,9081,13668,18251,49573
Zero 9:36,Left Alone,110019172,2020-03-19,2020-03-13T00:00:00.000Z,1770,12215,6,6,1,true,11,27588,,27588,27588,27474,27359,27374,27292,27210,,,,,,,,1770,1815,1839,1776,1569,1739,1956,12337
Kranium,So Me Move,110089284,2019-07-18,2019-07-12T00:00:00.000Z,8967,18632,6,6,1,true,0,369318,,369318,369170,369061,369054,368699,368517,368405,,,,,,,,8967,8537,8575,8102,8110,10444,9967,44489
R3hab & Julie Bergan,Don'T Give Up On Me Now,110157761,2019-05-16,2019-05-10T00:00:00.000Z,42158,3,6,6,1,true,23,213969,,213969,213813,213795,2345580,2345504,213232,2343773,,,,,,,,42158,43068,47456,53397,40476,62307,116592,172851
Lil Uzi Vert,Secure The Bag,110184426,2020-03-12,2020-03-06T00:00:00.000Z,1114708,728,6,6,1,true,47,11811889,,11811889,11793756,11771369,11748435,11749481,11528240,11512217,,,,,,,,1114708,1248929,1472974,1798578,1570044,2361943,3396312,4900613
Thelma Plum,Better In Blak,110241113,2019-05-02,2019-04-26T00:00:00.000Z,1074,0,6,6,1,true,9,43562,,43562,43518,43432,43385,43294,43259,43247,,,,,,,,1074,1095,1191,903,682,704,855,5218
Stormzy,Vossi Bop,110241252,2019-05-02,2019-04-26T00:00:00.000Z,165692,2776,6,6,1,true,55,2024956,,2024956,2021385,2017423,2141692,2003729,,1982387,,,,,,,,165692,158344,152506,121407,86757,98445,106924,1059592
MIST,Different Strokes (Feat. Lotto,110241257,2019-04-25,2019-04-25T00:00:00.000Z,280,,0,6,1,true,30,,,,,,,,,,,,,,,,,280,,,,,,,9340
Jub╦L,On The Beach,110241372,2019-05-16,2019-05-10T00:00:00.000Z,773,0,6,6,1,true,0,2055,,2055,2046,2035,2026,2012,1987,1937,,,,,,,,773,752,865,1022,861,890,825,8249
Rob Thomas,It's Only Love,110264328,2019-05-02,2019-04-26T00:00:00.000Z,9777,132,6,6,1,true,22,162775,,162775,162043,161680,161221,160764,160208,159687,,,,,,,,9777,9848,10528,11988,10449,15259,22972,49027
Rob Thomas,Can't Help Me Now,110264329,2019-09-12,2019-09-06T00:00:00.000Z,20831,91681,6,6,1,true,23,192680,,192680,192540,192416,192402,192003,191834,191660,,,,,,,,20831,20508,21025,20081,14892,19925,28193,144368
Wiz Khalifa,Taylor,110270976,2019-04-25,2019-04-19T00:00:00.000Z,226098,0,6,6,1,true,9,26644421,,26644421,26650643,26657877,26663055,26666697,26673142,26680108,,,,,,,,226098,243678,272700,289661,232326,295177,191,1327486
Wiz Khalifa,G.O.A.T Flow,110270977,2019-04-25,2019-04-19T00:00:00.000Z,153554,0,6,6,1,true,5,26644421,,26644421,26650643,16645,16016,15603,15610,15327,,,,,,,,153554,166793,191137,210934,176066,239918,167,760825
Wiz Khalifa,Bacc To Winning,110270978,2019-04-25,2019-04-19T00:00:00.000Z,133093,0,6,6,1,true,5,4886119,,4886119,26650643,26657877,26663055,26666697,4885731,4885258,,,,,,,,133093,145610,169656,189492,161632,225608,190,613914
Wiz Khalifa,Chevy Bars,110270979,2019-04-25,2019-04-19T00:00:00.000Z,76987,0,6,6,1,true,2,26644421,,26644421,,,,26666697,26673142,,,,,,,,,76987,85315,101338,117715,105321,163167,142,328371
Wiz Khalifa,Monitored Millions,110270980,2019-04-25,2019-04-19T00:00:00.000Z,69460,0,6,6,1,true,2,26644421,,26644421,26650643,26657877,26663055,26666697,26673142,26680108,,,,,,,,69460,76005,89235,100815,85479,115249,92,308801
Wiz Khalifa,All For You,110270981,2019-04-25,2019-04-19T00:00:00.000Z,67871,0,6,6,1,true,5,26644421,,26644421,26650643,16645,16016,15603,15610,15327,,,,,,,,67871,72676,83961,91610,76584,96273,86,318009
Wiz Khalifa,Taylor Life,110270982,2019-04-25,2019-04-19T00:00:00.000Z,76506,0,6,6,1,true,3,26644421,,26644421,253662,253608,253625,26666697,26673142,253462,,,,,,,,76506,83538,98429,110387,93451,128282,108,353046
Wiz Khalifa,Real As You Think,110301219,2019-04-25,2019-04-19T00:00:00.000Z,131065,0,6,6,1,true,3,200802,,200802,200782,1011348,200737,1010370,200470,1009656,,,,,,,,131065,142779,163955,187356,167133,265802,215,609470
Wiz Khalifa,Big Pride (Bag Talk),110301220,2019-04-25,2019-04-19T00:00:00.000Z,117077,0,6,6,1,true,3,26644421,,26644421,46087,45983,45874,26666697,26673142,45542,,,,,,,,117077,127997,147326,163959,137344,190659,162,526486
Wiz Khalifa,What You Deserve,110301221,2019-04-25,2019-04-19T00:00:00.000Z,89154,0,6,6,1,true,3,26644421,,26644421,46087,45983,45874,26666697,26673142,45542,,,,,,,,89154,97807,114304,130308,111486,157674,136,386961
Wiz Khalifa,Yea Yup,110301222,2019-04-25,2019-04-19T00:00:00.000Z,95735,0,6,6,1,true,3,26644421,,26644421,46087,45983,45874,26666697,26673142,45542,,,,,,,,95735,105305,122588,137679,115232,156637,122,443577
Wiz Khalifa,Gold Bottles,110301223,2019-04-25,2019-04-19T00:00:00.000Z,77063,0,6,6,1,true,2,46186,,46186,26650643,26657877,26663055,45607,45571,26680108,,,,,,,,77063,85141,100156,114362,97379,136800,115,381407
Wiz Khalifa,You Don't Have To Hide,110301224,2019-04-25,2019-04-20T00:00:00.000Z,73913,0,5,6,1,true,24,26644421,,26644421,46087,45983,45874,26666697,26673142,,,,,,,,,73913,81436,96307,108231,91702,125860,,328469
Wiz Khalifa,Real One,110301225,2019-04-25,2019-04-19T00:00:00.000Z,69467,0,6,6,1,true,3,26644421,,26644421,46087,45983,45874,26666697,26673142,45542,,,,,,,,69467,75393,88054,98827,83873,112051,104,335053
Diamond Platnumz,The One,110363799,2019-04-25,2019-04-23T00:00:00.000Z,1419,,2,6,1,true,0,6618237,,6618237,6610791,6602730,,,,,,,,,,,,1419,1209,456,,,,,11895
Diamond Platnumz,Inama,110365728,2019-05-09,2019-05-03T00:00:00.000Z,2931,0,6,6,1,true,0,6731945,,6731945,1772236,1766805,1758614,1750177,6687987,1736832,,,,,,,,2931,3054,3073,4197,3755,4890,2610,18669
Rico Nasty & Kenny Beats,Cold,110392332,2019-04-25,2019-04-25T00:00:00.000Z,321471,0,0,6,1,true,32,748603,,748603,,,,,,,,,,,,,,321471,,,,,,,775277
Rico Nasty & Kenny Beats,Cheat Code,110392333,2019-04-25,2019-04-25T00:00:00.000Z,275873,0,0,6,1,true,27,109735,,109735,,,,,,,,,,,,,,275873,,,,,,,606992
Rico Nasty & Kenny Beats,Hatin,110392334,2019-04-25,2019-04-25T00:00:00.000Z,275447,0,0,6,1,true,34,748603,,748603,,,,,,,,,,,,,,275447,,,,,,,746593
Rico Nasty & Kenny Beats,Big Titties,110392335,2019-04-25,2019-04-25T00:00:00.000Z,263107,0,0,6,1,true,40,748603,,748603,,,,,,,,,,,,,,263107,,,,,,,817292
Rico Nasty & Kenny Beats,Relative,110392337,2019-04-25,2019-04-25T00:00:00.000Z,194609,0,0,6,1,true,27,748603,,748603,,,,,,,,,,,,,,194609,,,,,,,412141
Rico Nasty & Kenny Beats,Mood,110392338,2019-04-25,2019-04-25T00:00:00.000Z,215170,0,0,6,1,true,25,748603,,748603,,,,,,,,,,,,,,215170,,,,,,,492016
Rico Nasty & Kenny Beats,Sell Out,110392339,2019-04-25,2019-04-25T00:00:00.000Z,186778,0,0,6,1,true,26,748603,,748603,,,,,,,,,,,,,,186778,,,,,,,423364
Rico Nasty & Kenny Beats,Again,110392340,2019-04-25,2019-04-25T00:00:00.000Z,161551,0,0,6,1,true,25,748603,,748603,,,,,,,,,,,,,,161551,,,,,,,507455
Sam Feldt,Magnets,110549150,2019-05-16,2019-05-10T00:00:00.000Z,28847,8,6,6,1,true,29,370910,,370910,370678,315260,370176,315323,315275,369526,,,,,,,,28847,29239,30945,34546,26769,39921,70537,105466
SK8,Mood (Feat. Yk Osiris),110549159,2019-04-25,2019-04-25T00:00:00.000Z,8,,0,6,1,true,16,1911026,,1911026,,,,,,,,,,,,,,8,,,,,,,153002
Rainbow Kitten Surprise,Heart,110556304,2019-05-16,2019-05-10T00:00:00.000Z,50657,90,6,6,1,true,56,81771,,81771,81668,81532,81422,81283,81155,81087,,,,,,,,50657,51072,54909,55321,43936,59856,87473,287771
Rainbow Kitten Surprise,No Vacancy,110556305,2019-05-16,2019-05-10T00:00:00.000Z,27877,72,6,6,1,true,47,81771,,81771,81668,81532,81422,81283,81155,81087,,,,,,,,27877,27773,28797,30638,25639,35136,42349,163564
Surf Curse,Disco,110804540,2019-06-13,2019-06-12T00:00:00.000Z,25809,0,1,6,1,true,0,,,,,,,,,,,,,,,,,25809,19591,,,,,,148141
Christina Perri,Tiny Victories,110808524,2019-05-09,2019-05-03T00:00:00.000Z,17204,139,6,6,1,true,30,1014685,,1014685,1014674,1014604,1014521,1014590,1014537,1014563,,,,,,,,17204,18828,23192,27474,22755,32432,63640,69980
Kojey Radical,Can'T Go Back,110840776,2019-05-16,2019-05-16T00:00:00.000Z,367,,0,6,1,true,13,51786,,51786,,,,,,,,,,,,,,367,,,,,,,8900
Ed Sheeran & Justin Bieber,I Don't Care,110840777,2019-05-16,2019-05-10T00:00:00.000Z,3244616,8066,6,6,1,true,73,28873090,,28873090,112418459,112324565,28782237,112129082,28685918,111850378,,,,,,,,3244616,3442085,3625817,3699083,3408612,4683797,6624578,18527216
Whethan + Jeremih,Let Me Take You,110840934,2019-05-16,2019-05-10T00:00:00.000Z,52522,21,6,6,1,true,38,930089,,930089,89483,89428,928271,928277,928292,928309,,,,,,,,52522,54090,57661,63767,54279,62533,100494,254063
JayDaYoungan,War Ready,110840935,2019-05-09,2019-05-07T00:00:00.000Z,151595,0,2,6,1,true,0,1304246,,1304246,1302774,1302478,,,,,,,,,,,,151595,166558,141702,,,,,727628
Shoreline Mafia,Breakdown,110842587,2019-05-09,2019-05-03T00:00:00.000Z,71634,81,6,6,1,true,37,,,,612534,611198,609556,,605750,,,,,,,,,71634,72920,74459,80617,64232,84242,134255,501785
Pnb Rock,Evolved,110984979,2019-05-02,2019-05-02T00:00:00.000Z,0,,0,6,1,true,10,1912816,,1912816,,,,,,,,,,,,,,0,,,,,,,497231
Pnb Rock,Hmp,110984980,2019-05-02,2019-05-02T00:00:00.000Z,0,,0,6,1,true,5,1912816,,1912816,,,,,,,,,,,,,,0,,,,,,,333560
Pnb Rock,Me & U,110996851,2019-05-02,2019-05-02T00:00:00.000Z,0,,0,6,1,true,7,1912816,,1912816,,,,,,,,,,,,,,0,,,,,,,422943
Pnb Rock,T-Shirt,111005086,2019-05-02,2019-05-02T00:00:00.000Z,0,,0,6,1,true,8,1912816,,1912816,,,,,,,,,,,,,,0,,,,,,,410072
Pnb Rock,Take My Soul,111005087,2019-05-02,2019-05-02T00:00:00.000Z,0,,0,6,1,true,9,6672901,,6672901,,,,,,,,,,,,,,0,,,,,,,520858
Skillet,Legendary,111011582,2019-05-09,2019-05-08T00:00:00.000Z,38637,0,1,6,1,true,0,701747,,701747,701325,,,,,,,,,,,,,38637,36849,,,,,,417531
Kevin Gates,Big Gangsta,111088661,2019-05-23,2019-05-17T00:00:00.000Z,176116,83108,6,6,1,true,24,7545282,,7545282,7543066,7541231,7539223,7537329,7535918,7534445,,,,,,,,176116,173841,173751,159653,127255,153297,182317,1035265
Fisher (Oz),You Little Beauty,111113917,2019-05-09,2019-05-09T00:00:00.000Z,24917,0,0,6,1,true,0,610152,,610152,,,,,,,,,,,,,,24917,,,,,,,898156
Sam Feldt,Lose My Colours,111114180,2019-05-30,2019-05-24T00:00:00.000Z,2073,3,6,6,1,true,17,6559,,6559,373598,373117,6547,6547,372404,6535,,,,,,,,2073,2005,1963,1397,1350,1647,2728,25329
Sam Feldt,Post Malone,111114181,2019-05-30,2019-05-24T00:00:00.000Z,192734,33,6,6,1,true,62,,,,373598,12627,,,372404,372222,,,,,,,,192734,181281,147904,69111,63865,81427,115628,1244067
Foy Vance,You Love Are My Only,111114327,2019-05-23,2019-05-17T00:00:00.000Z,2663,1,6,6,1,true,0,41407,,41407,41384,41370,41330,41248,41172,41137,,,,,,,,2663,2843,2787,3203,2611,4029,9600,13184
Nathan Dawe,Repeat After Me (Feat. Melissa,111114328,2019-09-05,2019-08-30T00:00:00.000Z,1539,11554,6,6,1,true,10,24803,,24803,,4971,24812,,,,,,,,,,,1539,1490,1340,1280,1270,1459,1489,9643
Foy Vance,You Get To Me,111114330,2019-06-06,2019-05-31T00:00:00.000Z,2984,7,6,6,1,true,0,42565,,42565,42529,42475,42399,42352,42305,42224,,,,,,,,2984,3033,3201,3522,2456,4013,8668,10328
Why Don't We,Unbelievable,111114508,2019-05-16,2019-05-16T00:00:00.000Z,313595,0,0,6,1,true,0,3895363,,3895363,,,,,,,,,,,,,,313595,,,,,,,1178428
Nocap,Around Me,111114518,2019-05-23,2019-05-17T00:00:00.000Z,0,,6,6,1,true,0,217000,,217000,217000,211265,208461,208461,205728,200125,,,,,,,,0,0,0,0,0,0,0,261003
Nocap,No Jewelry,111114519,2019-05-23,2019-05-17T00:00:00.000Z,0,,6,6,1,true,0,217000,,217000,217000,211265,208461,208461,205728,200125,,,,,,,,0,0,0,0,0,0,0,497764
Nocap,Set It Off,111114520,2019-05-23,2019-05-17T00:00:00.000Z,0,,6,6,1,true,0,217000,,217000,217000,211265,208461,208461,205728,200125,,,,,,,,0,0,0,0,0,0,0,444069
Nocap,Dead Faces,111114521,2019-05-23,2019-05-17T00:00:00.000Z,0,,6,6,1,true,0,183642,,183642,183642,211265,208461,176292,205728,200125,,,,,,,,0,0,0,0,0,0,0,283526
Nocap,Heart Beat,111114522,2019-05-23,2019-05-17T00:00:00.000Z,0,,6,6,1,true,0,217000,,217000,217000,211265,208461,208461,205728,200125,,,,,,,,0,0,0,0,0,0,0,313517
Nocap,Demons,111114523,2019-05-23,2019-05-17T00:00:00.000Z,0,,6,6,1,true,0,217000,,217000,409912,211265,409649,208461,408746,200125,,,,,,,,0,0,0,0,0,0,0,340665
Nocap,Blind Nights,111114524,2019-05-23,2019-05-17T00:00:00.000Z,39292,0,6,6,1,true,0,217000,,217000,217000,211265,208461,208461,205728,200125,,,,,,,,39292,38471,15113,5,0,0,0,564929
Nocap,Anymore,111114525,2019-05-23,2019-05-17T00:00:00.000Z,0,,6,6,1,true,0,217000,,217000,217000,211265,208461,208461,205728,200125,,,,,,,,0,0,0,0,0,0,0,394273
Nocap,Solar Sisters,111114526,2019-05-23,2019-05-17T00:00:00.000Z,0,,6,6,1,true,0,217000,,217000,217000,211265,208461,208461,205728,200125,,,,,,,,0,0,0,0,0,0,0,309034
Nocap,Vacant Inside,111114527,2019-05-23,2019-05-17T00:00:00.000Z,0,,6,6,1,true,0,217000,,217000,217000,211265,208461,208461,205728,200125,,,,,,,,0,0,0,0,0,0,0,281759
Nocap,Intoxicated,111114528,2019-05-23,2019-05-17T00:00:00.000Z,0,,6,6,1,true,0,217000,,217000,217000,211265,208461,208461,205728,200125,,,,,,,,0,0,0,0,0,0,0,364741
Nocap,My Time,111114531,2019-05-23,2019-05-17T00:00:00.000Z,0,,6,6,1,true,0,217000,,217000,217000,211265,208461,208461,205728,200125,,,,,,,,0,0,0,0,0,0,0,229208
Quando Rondo,Imperfect Flower,111114533,2019-05-16,2019-05-10T00:00:00.000Z,612140,310,6,6,1,true,50,1623911,,1623911,1619153,1612693,1606740,1600587,1590144,1586479,,,,,,,,612140,616695,619986,617020,431679,510985,653749,3488497
Quando Rondo,In My Section,111114534,2019-05-16,2019-05-10T00:00:00.000Z,291189,269,6,6,1,true,35,1623911,,1623911,1619153,1612693,1606740,1600587,1590144,1586479,,,,,,,,291189,299736,309343,332512,246520,314824,449676,1421787
Quando Rondo,4th Qtr,111114535,2019-05-16,2019-05-10T00:00:00.000Z,277468,203,6,6,1,true,25,1623911,,1623911,1619153,1612693,1606740,1600587,1590144,1586479,,,,,,,,277468,284724,292506,310090,226014,291481,406078,1356989
Quando Rondo,Out The Gym,111114536,2019-05-16,2019-05-10T00:00:00.000Z,200164,184,6,6,1,true,30,1623911,,1623911,1619153,1612693,1606740,1600587,1590144,1586479,,,,,,,,200164,206598,213794,232275,172502,225583,332038,964842
Quando Rondo,New Ones,111114537,2019-05-16,2019-05-10T00:00:00.000Z,259654,175,6,6,1,true,42,195065,,195065,1619153,1612693,1606740,185954,183202,181350,,,,,,,,259654,258285,267467,283044,210933,262866,357449,1592765
Quando Rondo,My Yoppa,111114538,2019-05-16,2019-05-10T00:00:00.000Z,162947,156,6,6,1,true,26,1623911,,1623911,1619153,1174074,1606740,1600587,1172815,1172904,,,,,,,,162947,167944,175588,188682,139560,183070,269442,803172
Quando Rondo,Dope Boy Dreams,111114539,2019-05-16,2019-05-10T00:00:00.000Z,187551,167,6,6,1,true,45,1623911,,1623911,1619153,1612693,1606740,1600587,1590144,1586479,,,,,,,,187551,193475,200605,216108,158297,201256,288356,947086
Quando Rondo,Why We Can't,111114540,2019-05-16,2019-05-10T00:00:00.000Z,174481,171,6,6,1,true,29,1623911,,1623911,1619153,1612693,1606740,1600587,1590144,1586479,,,,,,,,174481,181134,188246,204275,154049,194924,278632,872258
Quando Rondo,Where I'm From,111114541,2019-05-16,2019-05-10T00:00:00.000Z,154123,129,6,6,1,true,33,1623911,,1623911,793383,787646,1606740,1600587,1628768,769832,,,,,,,,154123,156753,163588,176060,126598,164954,246258,744250
Quando Rondo,Lil Minute,111114542,2019-05-16,2019-05-10T00:00:00.000Z,121300,136,6,6,1,true,28,1623911,,1623911,1619153,1612693,1606740,1600587,1590144,1586479,,,,,,,,121300,126103,132945,145167,110589,140987,210093,591655
Skillet,You Ain't Ready,111114543,2019-08-01,2019-07-26T00:00:00.000Z,30796,201,6,6,1,true,0,741774,,741774,741282,740774,740116,739475,738843,738369,,,,,,,,30796,27614,28547,31242,25636,33411,49290,313022
Skillet,Victorious,111114544,2019-08-08,2019-08-02T00:00:00.000Z,52419,719,6,6,1,true,29,747617,,747617,746872,745933,745009,743995,742940,742568,,,,,,,,52419,54007,57724,63010,52340,68365,100990,265516
Skillet,This Is The Kingdom,111114545,2019-08-08,2019-08-02T00:00:00.000Z,30491,550,6,6,1,true,36,747617,,747617,746872,745933,745009,743995,742940,742568,,,,,,,,30491,32001,34487,37163,31270,39354,51651,163230
Skillet,Save Me,111114546,2019-08-08,2019-08-02T00:00:00.000Z,42757,178482,6,6,1,true,28,747617,,747617,746872,745933,745009,743995,742940,742568,,,,,,,,42757,43493,47016,49050,40861,51025,63139,237007
Skillet,Rise Up,111114547,2019-08-08,2019-08-02T00:00:00.000Z,27124,493,6,6,1,true,33,747617,,747617,746872,745933,745009,743995,742940,742568,,,,,,,,27124,28477,30966,33106,27557,35615,47062,144016
